date,location_key,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested
2020-01-01,US,0,0,,,0,0,,
2020-01-02,US,0,0,,,0,0,,
2020-01-03,US,0,0,,,0,0,,
2020-01-04,US,0,0,,,0,0,,
2020-01-05,US,0,0,,,0,0,,
2020-01-06,US,0,0,,,0,0,,
2020-01-07,US,0,0,,,0,0,,
2020-01-08,US,0,0,,,0,0,,
2020-01-09,US,0,0,,,0,0,,
2020-01-10,US,0,0,,,0,0,,
2020-01-11,US,0,0,,,0,0,,
2020-01-12,US,0,0,,,0,0,,
2020-01-13,US,0,0,,,0,0,,
2020-01-14,US,0,0,,,0,0,,
2020-01-15,US,0,0,,,0,0,,
2020-01-16,US,0,0,,,0,0,,
2020-01-17,US,0,0,,,0,0,,
2020-01-18,US,1,0,,,1,0,,
2020-01-19,US,0,0,,,1,0,,
2020-01-20,US,0,0,,,1,0,,
2020-01-21,US,0,0,,,1,0,,
2020-01-22,US,4,0,,,4,0,,
2020-01-23,US,2,0,,,6,0,,
2020-01-24,US,1,0,,,7,0,,
2020-01-25,US,0,0,,,7,0,,
2020-01-26,US,1,0,,,8,0,,
2020-01-27,US,0,0,,,8,0,,
2020-01-28,US,0,0,,,8,0,,
2020-01-29,US,0,0,,,8,0,,
2020-01-30,US,0,0,,,8,0,,
2020-01-31,US,1,0,,,9,0,,
2020-02-01,US,1,0,,,10,0,,
2020-02-02,US,3,0,,,13,0,,
2020-02-03,US,4,0,,,17,0,,
2020-02-04,US,2,0,,,19,0,,
2020-02-05,US,0,0,,,19,0,,
2020-02-06,US,0,0,,,19,0,,
2020-02-07,US,1,0,,,20,0,,
2020-02-08,US,0,0,,,20,0,,
2020-02-09,US,0,0,,,20,0,,
2020-02-10,US,0,0,,,20,0,,
2020-02-11,US,0,0,,,20,0,,
2020-02-12,US,2,0,,,22,0,,
2020-02-13,US,1,0,,,23,0,,
2020-02-14,US,1,0,,,24,0,,
2020-02-15,US,0,0,,,24,0,,
2020-02-16,US,0,0,,,24,0,,
2020-02-17,US,2,0,,,26,0,,
2020-02-18,US,5,0,,,31,0,,
2020-02-19,US,3,0,,,34,0,,
2020-02-20,US,1,0,,,35,0,,
2020-02-21,US,5,0,,,40,0,,
2020-02-22,US,8,0,,,48,0,,
2020-02-23,US,0,0,,,48,0,,
2020-02-24,US,4,0,,,52,0,,
2020-02-25,US,4,0,,,56,0,,
2020-02-26,US,8,0,,,64,0,,
2020-02-27,US,5,1,,,69,1,,
2020-02-28,US,4,0,,,73,1,,
2020-02-29,US,9,1,,348,82,2,,348
2020-03-01,US,18,0,,515,100,2,,863
2020-03-02,US,34,6,,617,134,8,,1480
2020-03-03,US,51,3,,889,185,11,,2369
2020-03-04,US,70,1,,1203,255,12,,3572
2020-03-05,US,77,3,,1523,332,15,,5095
2020-03-06,US,125,3,,1772,457,18,,6867
2020-03-07,US,143,5,,1638,600,23,,8505
2020-03-08,US,206,4,,2397,806,27,,10902
2020-03-09,US,384,4,,3480,1190,31,,14382
2020-03-10,US,476,7,,4832,1666,38,,19214
2020-03-11,US,472,12,,8891,2138,50,,28105
2020-03-12,US,665,7,,11728,2803,57,,39833
2020-03-13,US,799,10,,13047,3602,67,,52880
2020-03-14,US,864,12,,14442,4466,79,,67322
2020-03-15,US,1542,19,,27328,6008,98,,94650
2020-03-16,US,1723,17,,39849,7731,115,,134499
2020-03-17,US,2179,22,,50396,9910,137,,184895
2020-03-18,US,2769,55,,60667,12679,192,,245562
2020-03-19,US,3656,58,,76323,16335,250,,321885
2020-03-20,US,4568,68,,75805,20903,318,,397690
2020-03-21,US,5437,85,,73938,26340,403,,471628
2020-03-22,US,6844,73,,79863,33184,476,,551491
2020-03-23,US,8047,111,,104605,41231,587,,656096
2020-03-24,US,8813,160,,114711,50044,747,,770807
2020-03-25,US,10507,207,,129285,60551,954,,900092
2020-03-26,US,14048,229,,135850,74599,1183,,1035942
2020-03-27,US,15319,344,,121756,89918,1527,,1157698
2020-03-28,US,15734,331,,110263,105652,1858,,1267961
2020-03-29,US,21188,412,,123493,126840,2270,,1391454
2020-03-30,US,11761,302,,142286,138601,2572,,1533740
2020-03-31,US,20131,635,,153137,158732,3207,,1686877
2020-04-01,US,22232,712,,161795,180964,3919,,1848672
2020-04-02,US,24432,841,,169304,205396,4760,,2017976
2020-04-03,US,26234,826,,147758,231630,5586,,2165734
2020-04-04,US,26640,882,,138656,258270,6468,,2304390
2020-04-05,US,21246,1207,,143107,279516,7675,,2447497
2020-04-06,US,24590,1002,,179993,304106,8677,,2627490
2020-04-07,US,25313,1352,,168334,329419,10029,,2795824
2020-04-08,US,27732,1444,,174076,357151,11473,,2969900
2020-04-09,US,28619,1401,,172118,385770,12874,,3142018
2020-04-10,US,26948,1464,,210493,412718,14338,,3352511
2020-04-11,US,26861,1452,,111575,439579,15790,,3464086
2020-04-12,US,22503,1147,,114211,462082,16937,,3578297
2020-04-13,US,21117,1181,,162586,483199,18118,,3740883
2020-04-14,US,22123,1728,,172412,505322,19846,,3913295
2020-04-15,US,21812,1952,,184293,527134,21798,,4097588
2020-04-16,US,27478,1807,,198617,554612,23605,,4296205
2020-04-17,US,26331,1759,,167368,580943,25364,,4463573
2020-04-18,US,24061,1327,,134423,605004,26691,,4597996
2020-04-19,US,23331,1533,,160545,628335,28224,,4758541
2020-04-20,US,23865,1556,,221320,652200,29780,,4979861
2020-04-21,US,22868,2164,,235936,675068,31944,,5215797
2020-04-22,US,27335,1795,,233372,702403,33739,,5449169
2020-04-23,US,29956,1592,,259672,732359,35331,,5708841
2020-04-24,US,31456,1700,,219677,763815,37031,,5928518
2020-04-25,US,29918,1457,,171690,793733,38488,,6100208
2020-04-26,US,24039,1176,,225931,817772,39664,,6326139
2020-04-27,US,22376,1196,,269839,840148,40860,,6595978
2020-04-28,US,22712,1817,,294899,862860,42677,,6890877
2020-04-29,US,24725,2102,,322681,887585,44779,,7213558
2020-04-30,US,28654,1980,,336832,916239,46759,,7550390
2020-05-01,US,29663,1653,,268454,945902,48412,,7818844
2020-05-02,US,26247,1359,,207704,972149,49771,,8026548
2020-05-03,US,24824,1189,,250773,996973,50960,,8277321
2020-05-04,US,20424,1026,,319458,1017397,51986,,8596779
2020-05-05,US,22079,2232,,359761,1039476,54218,,8956540
2020-05-06,US,23888,2149,,362735,1063364,56367,,9319275
2020-05-07,US,27807,1914,,403763,1091171,58281,,9723038
2020-05-08,US,26657,1440,,335787,1117828,59721,,10058825
2020-05-09,US,24663,1333,,249079,1142491,61054,,10307904
2020-05-10,US,20547,932,,319938,1163038,61986,,10627842
2020-05-11,US,19045,959,,422065,1182083,62945,,11049907
2020-05-12,US,23664,1416,,450444,1205747,64361,,11500351
2020-05-13,US,16219,1384,,450399,1221966,65745,,11950750
2020-05-14,US,33237,1836,,445678,1255203,67581,,12396428
2020-05-15,US,25448,1462,,366141,1280651,69043,,12762569
2020-05-16,US,24650,1136,,304469,1305301,70179,,13067038
2020-05-17,US,19084,828,,353140,1324385,71007,,13420178
2020-05-18,US,22502,868,,434082,1346887,71875,,13854260
2020-05-19,US,21331,1098,,463006,1368218,72973,,14317266
2020-05-20,US,23125,1300,,459823,1391343,74273,,14777089
2020-05-21,US,24776,1031,,492610,1416119,75304,,15269699
2020-05-22,US,24889,1712,,390392,1441008,77016,,15660091
2020-05-23,US,20100,876,,346924,1461108,77892,,16007015
2020-05-24,US,20591,736,,329120,1481699,78628,,16336135
2020-05-25,US,19063,615,,461503,1500762,79243,,16797638
2020-05-26,US,16342,778,,553789,1517104,80021,,17351427
2020-05-27,US,19307,1245,,536765,1536411,81266,,17888192
2020-05-28,US,23117,1173,,547321,1559528,82439,,18435513
2020-05-29,US,22958,992,,454174,1582486,83431,,18889687
2020-05-30,US,23395,860,,373561,1605881,84291,,19263248
2020-05-31,US,20610,634,,439452,1626491,84925,,19702700
2020-06-01,US,16889,636,,522297,1643380,85561,,20224997
2020-06-02,US,20572,898,,582629,1663952,86459,,20807626
2020-06-03,US,20323,978,,618808,1684275,87437,,21426434
2020-06-04,US,20040,835,,573428,1704315,88272,,21999862
2020-06-05,US,24183,829,,464583,1728498,89101,,22464445
2020-06-06,US,23179,636,,405716,1751677,89737,,22870161
2020-06-07,US,17328,555,,449419,1769005,90292,,23319580
2020-06-08,US,17820,754,,560586,1786825,91046,,23880166
2020-06-09,US,18373,799,,629040,1805198,91845,,24509206
2020-06-10,US,21771,826,,615060,1826969,92671,,25124266
2020-06-11,US,22581,862,,616758,1849550,93533,,25741024
2020-06-12,US,28055,691,,531849,1877605,94224,,26272873
2020-06-13,US,26042,657,,413204,1903647,94881,,26686077
2020-06-14,US,20106,464,,506635,1923753,95345,,27192712
2020-06-15,US,20452,520,,673173,1944205,95865,,27865885
2020-06-16,US,24593,647,,706181,1968798,96512,,28572066
2020-06-17,US,25488,654,,702203,1994286,97166,,29274269
2020-06-18,US,28194,637,,704527,2022480,97803,,29978796
2020-06-19,US,32868,725,,584336,2055348,98528,,30563132
2020-06-20,US,32982,556,,421474,2088330,99084,,30984606
2020-06-21,US,26882,404,,548126,2115212,99488,,31532732
2020-06-22,US,28572,413,,700814,2143784,99901,,32233546
2020-06-23,US,37702,715,,767274,2181486,100616,,33000820
2020-06-24,US,36883,674,,771742,2218369,101290,,33772562
2020-06-25,US,46854,701,,810296,2265223,103815,,34582858
2020-06-26,US,46226,689,,693840,2311449,104504,,35276698
2020-06-27,US,43205,562,,566401,2354654,105066,,35843099
2020-06-28,US,37244,421,,665154,2391898,105487,,36508253
2020-06-29,US,38486,460,,856414,2430384,105947,,37364667
2020-06-30,US,46496,628,,885037,2476880,106575,,38249704
2020-07-01,US,58951,763,,859004,2535831,107338,,39108708
2020-07-02,US,55197,694,,801413,2591028,108032,,39910121
2020-07-03,US,60022,801,,620839,2651050,108833,,40530960
2020-07-04,US,49269,522,,527115,2700319,109355,,41058075
2020-07-05,US,39919,445,,725934,2740238,109800,,41784009
2020-07-06,US,50988,621,,903863,2791226,110421,,42687872
2020-07-07,US,56732,916,,981279,2847958,111337,,43669151
2020-07-08,US,64318,1079,,1012346,2912276,112416,,44681497
2020-07-09,US,61889,945,,1016406,2974165,113361,,45697903
2020-07-10,US,68207,935,,840495,3042372,114296,,46538398
2020-07-11,US,68224,884,,698110,3110596,115180,,47236508
2020-07-12,US,58588,833,,868298,3169184,116013,,48104806
2020-07-13,US,55950,731,,1004235,3225134,116744,,49109041
2020-07-14,US,64754,916,,1035695,3289888,117660,,50144736
2020-07-15,US,71955,1110,,1029397,3361843,118770,,51174133
2020-07-16,US,69238,1073,,1047771,3431081,119843,,52221904
2020-07-17,US,76692,1075,,912739,3507773,120918,,53134643
2020-07-18,US,67006,988,,718510,3574779,121906,,53853153
2020-07-19,US,59745,922,,907852,3634524,122828,,54761005
2020-07-20,US,58443,870,,1036732,3692967,123698,,55797737
2020-07-21,US,63402,1173,,1110157,3756369,124871,,56907894
2020-07-22,US,72107,1184,,1084440,3828476,126055,,57992334
2020-07-23,US,73355,1260,,1075074,3901831,127315,,59067408
2020-07-24,US,73181,1281,,882249,3975012,128596,,59949657
2020-07-25,US,61170,1134,,677949,4036182,129730,,60627606
2020-07-26,US,58195,948,,798079,4094377,130678,,61425685
2020-07-27,US,53385,940,,968589,4147762,131618,,62394274
2020-07-28,US,58897,1176,,1040979,4206659,132794,,63435253
2020-07-29,US,64548,1164,,1038660,4271207,133958,,64473913
2020-07-30,US,66478,1409,,990988,4337685,135367,,65464901
2020-07-31,US,68412,1380,,793004,4406097,136747,,66257905
2020-08-01,US,56212,1122,,624557,4462309,137869,,66882462
2020-08-02,US,51229,915,,777367,4513538,138784,,67659829
2020-08-03,US,45242,881,,884258,4558780,139665,,68544087
2020-08-04,US,51750,1085,,965967,4610530,140750,,69510054
2020-08-05,US,55715,1264,,991066,4666245,142014,,70501120
2020-08-06,US,54600,1203,,1016143,4720845,143217,,71517263
2020-08-07,US,61885,1308,,815965,4782730,144525,,72333228
2020-08-08,US,51351,1036,,626770,4834081,145561,,72959998
2020-08-09,US,46317,895,,785440,4880398,146456,,73745438
2020-08-10,US,44088,818,,909628,4924486,147274,,74655066
2020-08-11,US,58824,1095,,1028648,4983310,148369,,75683714
2020-08-12,US,54839,1335,,980679,5038149,149704,,76664393
2020-08-13,US,51764,1197,,961908,5089913,150901,,77626301
2020-08-14,US,55827,1063,,767953,5145740,151964,,78394254
2020-08-15,US,51304,936,,573003,5197044,152900,,78967257
2020-08-16,US,41662,888,,677112,5238706,153788,,79644369
2020-08-17,US,41689,650,,895868,5280395,154438,,80540237
2020-08-18,US,41531,937,,1005392,5321926,155375,,81545629
2020-08-19,US,46803,1276,,997091,5368729,156651,,82542720
2020-08-20,US,46502,995,,965849,5415231,157646,,83508569
2020-08-21,US,47375,1019,,794575,5462606,158665,,84303144
2020-08-22,US,41542,993,,562121,5504148,159658,,84865265
2020-08-23,US,36850,837,,667078,5540998,160495,,85532343
2020-08-24,US,36011,609,,906376,5577009,161104,,86438719
2020-08-25,US,40696,885,,1018302,5617705,161989,,87457021
2020-08-26,US,46970,1057,,1021100,5664675,163046,,88478121
2020-08-27,US,46790,954,,987630,5711465,164000,,89465751
2020-08-28,US,46689,1031,,798695,5758154,165031,,90264446
2020-08-29,US,40683,821,,614916,5798837,165852,,90879362
2020-08-30,US,36361,721,,661983,5835198,166573,,91541345
2020-08-31,US,39130,581,,908137,5874328,167154,,92449482
2020-09-01,US,39014,852,,1027857,5913342,168006,,93477339
2020-09-02,US,41978,875,,1033322,5957025,168881,,94510661
2020-09-03,US,45147,951,,1000098,6002172,169832,,95510759
2020-09-04,US,50962,922,,817023,6053134,170754,,96327782
2020-09-05,US,41197,783,,566087,6094331,171537,,96893869
2020-09-06,US,33446,690,,415258,6127777,172227,,97309127
2020-09-07,US,24901,419,,664478,6152678,172646,,97973605
2020-09-08,US,28436,570,,959737,6181114,173216,,98933342
2020-09-09,US,35061,839,,1088683,6216175,174055,,100022025
2020-09-10,US,38345,841,,1101018,6254520,174896,,101123043
2020-09-11,US,44067,878,,866314,6298587,175774,,101989357
2020-09-12,US,39816,649,,628342,6338403,176423,,102617699
2020-09-13,US,32682,734,,709231,6371085,177157,,103326930
2020-09-14,US,34436,449,,968080,6405521,177606,,104295010
2020-09-15,US,36884,773,,1140356,6442405,178379,,105435366
2020-09-16,US,44308,1101,,1158618,6486713,179480,,106593984
2020-09-17,US,45054,730,,1230229,6531767,180210,,107824213
2020-09-18,US,47746,815,,939179,6579513,181025,,108763392
2020-09-19,US,42061,653,,624605,6621574,181678,,109387997
2020-09-20,US,33955,462,,751061,6655529,182140,,110139058
