date,location_key,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,new_intensive_care_patients,cumulative_intensive_care_patients,current_intensive_care_patients,new_ventilator_patients,cumulative_ventilator_patients,current_ventilator_patients
2021-03-10,US,5178,1983416,36661,,,9455,,,
2021-03-11,US,4946,1988362,35914,,,9242,,,
2021-03-12,US,5235,1993597,35647,,,9120,,,
2021-03-13,US,4731,1998328,34983,,,8907,,,
2021-03-14,US,4120,2002448,34412,,,8775,,,
2021-03-15,US,4193,2006641,34701,,,8787,,,
2021-03-16,US,5007,2011648,34577,,,8736,,,
2021-03-17,US,4937,2016585,34595,,,8682,,,
2021-03-18,US,4931,2021516,34104,,,8521,,,
2021-03-19,US,4911,2026427,34035,,,8422,,,
2021-03-20,US,4881,2031308,33214,,,8241,,,
2021-03-21,US,4139,2035447,33283,,,8127,,,
2021-03-22,US,4245,2039692,33742,,,8347,,,
2021-03-23,US,5290,2044982,33996,,,8379,,,
2021-03-24,US,5208,2050190,34367,,,8488,,,
2021-03-25,US,5276,2055466,34362,,,8338,,,
2021-03-26,US,5189,2060655,34634,,,8329,,,
2021-03-27,US,5068,2065723,33946,,,8201,,,
2021-03-28,US,4707,2070430,34464,,,8359,,,
2021-03-29,US,4509,2074939,35027,,,8439,,,
2021-03-30,US,5452,2080391,35418,,,8572,,,
2021-03-31,US,5275,2085666,35567,,,8502,,,
2021-04-01,US,5383,2091049,35571,,,8470,,,
2021-04-02,US,5370,2096419,35607,,,8466,,,
2021-04-03,US,5308,2101727,35195,,,8541,,,
2021-04-04,US,4826,2106553,35675,,,8606,,,
2021-04-05,US,4893,2111446,36624,,,8849,,,
2021-04-06,US,6081,2117527,37551,,,9012,,,
2021-04-07,US,5831,2123358,37748,,,9024,,,
2021-04-08,US,5749,2129107,37953,,,9194,,,
2021-04-09,US,5790,2134897,37856,,,9145,,,
2021-04-10,US,5622,2140519,37546,,,9130,,,
2021-04-11,US,5233,2145752,38089,,,9245,,,
2021-04-12,US,5126,2150878,38927,,,9452,,,
2021-04-13,US,5971,2156849,39201,,,9536,,,
2021-04-14,US,5849,2162698,39469,,,9581,,,
2021-04-15,US,5788,2168486,39188,,,9476,,,
2021-04-16,US,5998,2174484,39406,,,9530,,,
2021-04-17,US,5900,2180384,39012,,,9551,,,
2021-04-18,US,5256,2185640,39460,,,9632,,,
2021-04-19,US,5104,2190744,40212,,,9828,,,
2021-04-20,US,5838,2196582,40206,,,9918,,,
2021-04-21,US,5668,2202250,40046,,,9916,,,
2021-04-22,US,5478,2207728,39201,,,9842,,,
2021-04-23,US,5298,2213026,38562,,,9705,,,
2021-04-24,US,5115,2218141,37357,,,9572,,,
2021-04-25,US,4594,2222735,37133,,,9546,,,
2021-04-26,US,4505,2227240,37540,,,9759,,,
2021-04-27,US,5333,2232573,37207,,,9665,,,
2021-04-28,US,5082,2237655,36881,,,9535,,,
2021-04-29,US,5031,2242686,35989,,,9371,,,
2021-04-30,US,5087,2247773,35364,,,9242,,,
2021-05-01,US,4588,2252361,34005,,,9105,,,
2021-05-02,US,4109,2256470,33764,,,9075,,,
2021-05-03,US,4284,2260754,33964,,,9209,,,
2021-05-04,US,4817,2265571,33755,,,9180,,,
2021-05-05,US,4580,2270151,33339,,,8951,,,
2021-05-06,US,4407,2274558,32505,,,8833,,,
2021-05-07,US,4409,2278967,31832,,,8646,,,
2021-05-08,US,4188,2283155,30635,,,8468,,,
2021-05-09,US,3502,2286657,30154,,,8359,,,
2021-05-10,US,3599,2290256,29987,,,8341,,,
2021-05-11,US,4121,2294377,29482,,,8298,,,
2021-05-12,US,3976,2298353,29113,,,8114,,,
2021-05-13,US,3774,2302127,28174,,,7917,,,
2021-05-14,US,3764,2305891,27422,,,7628,,,
2021-05-15,US,3536,2309427,26184,,,7409,,,
2021-05-16,US,3030,2312457,25646,,,7270,,,
2021-05-17,US,3027,2315484,25563,,,7299,,,
2021-05-18,US,3595,2319079,25023,,,7163,,,
2021-05-19,US,3568,2322647,24925,,,7056,,,
2021-05-20,US,3265,2325912,23954,,,6841,,,
2021-05-21,US,3329,2329241,23397,,,6664,,,
2021-05-22,US,3226,2332467,22643,,,6472,,,
2021-05-23,US,2848,2335315,22445,,,6412,,,
2021-05-24,US,2831,2338146,22431,,,6419,,,
2021-05-25,US,3253,2341399,22087,,,6311,,,
2021-05-26,US,3059,2344458,21598,,,6138,,,
2021-05-27,US,3039,2347497,21056,,,6000,,,
2021-05-28,US,2854,2350351,20398,,,5778,,,
2021-05-29,US,2595,2352946,19474,,,5606,,,
2021-05-30,US,2298,2355244,19062,,,5525,,,
2021-05-31,US,2214,2357458,18678,,,5542,,,
2021-06-01,US,2289,2359747,18657,,,5489,,,
2021-06-02,US,2655,2362402,18083,,,5322,,,
2021-06-03,US,2502,2364904,17634,,,5175,,,
2021-06-04,US,2451,2367355,16970,,,4995,,,
2021-06-05,US,2275,2369630,16298,,,4768,,,
2021-06-06,US,1970,2371600,15987,,,4677,,,
2021-06-07,US,1931,2373531,15742,,,4685,,,
2021-06-08,US,2344,2375875,15630,,,4608,,,
2021-06-09,US,2225,2378100,15262,,,4478,,,
2021-06-10,US,2216,2380316,14838,,,4383,,,
2021-06-11,US,2234,2382550,14421,,,4300,,,
2021-06-12,US,2028,2384578,13940,,,4186,,,
2021-06-13,US,1846,2386424,13957,,,4049,,,
2021-06-14,US,1823,2388247,13929,,,4068,,,
2021-06-15,US,2020,2390267,13722,,,3939,,,
2021-06-16,US,2062,2392329,13494,,,3879,,,
2021-06-17,US,1954,2394283,13094,,,3806,,,
2021-06-18,US,2003,2396286,12855,,,3739,,,
2021-06-19,US,1842,2398128,12483,,,3673,,,
2021-06-20,US,1632,2399760,12503,,,3663,,,
2021-06-21,US,1667,2401427,12593,,,3708,,,
2021-06-22,US,2043,2403470,12539,,,3744,,,
2021-06-23,US,1979,2405449,12609,,,3700,,,
2021-06-24,US,1989,2407438,12397,,,3636,,,
2021-06-25,US,1940,2409378,12408,,,3617,,,
2021-06-26,US,1953,2411331,12238,,,3562,,,
2021-06-27,US,1801,2413132,12233,,,3525,,,
2021-06-28,US,1823,2414955,12510,,,3617,,,
2021-06-29,US,2111,2417066,12664,,,3676,,,
2021-06-30,US,2150,2419216,12879,,,3673,,,
2021-07-01,US,2098,2421314,12865,,,3614,,,
2021-07-02,US,2358,2423672,13236,,,4027,,,
2021-07-03,US,2117,2425789,12918,,,3753,,,
2021-07-04,US,1920,2427709,13121,,,3777,,,
2021-07-05,US,2003,2429712,13433,,,3883,,,
2021-07-06,US,2334,2432046,13974,,,3980,,,
2021-07-07,US,2669,2434715,14664,,,4132,,,
2021-07-08,US,2708,2437423,15074,,,4297,,,
2021-07-09,US,2788,2440211,15409,,,4369,,,
2021-07-10,US,2804,2443015,15710,,,4442,,,
2021-07-11,US,2604,2445619,16396,,,4637,,,
2021-07-12,US,2814,2448433,17330,,,4883,,,
2021-07-13,US,3342,2451775,18204,,,5072,,,
2021-07-14,US,3279,2455054,19085,,,5255,,,
2021-07-15,US,3511,2458565,19915,,,5474,,,
2021-07-16,US,3741,2462306,20874,,,5785,,,
2021-07-17,US,3792,2466098,21595,,,5994,,,
2021-07-18,US,3593,2469691,22564,,,6272,,,
2021-07-19,US,3958,2473649,24261,,,6717,,,
2021-07-20,US,4740,2478389,25700,,,7115,,,
2021-07-21,US,4768,2483157,27055,,,7408,,,
2021-07-22,US,5267,2488424,28605,,,7687,,,
2021-07-23,US,5386,2493810,30295,,,8097,,,
2021-07-24,US,5580,2499390,31469,,,8419,,,
2021-07-25,US,5364,2504754,33406,,,8867,,,
2021-07-26,US,5837,2510591,35748,,,9448,,,
2021-07-27,US,6832,2517423,38296,,,9994,,,
2021-07-28,US,7057,2524480,40473,,,10376,,,
2021-07-29,US,7212,2531692,42200,,,10919,,,
2021-07-30,US,7984,2539676,44541,,,11463,,,
2021-07-31,US,8040,2547716,46428,,,12109,,,
2021-08-01,US,7400,2555116,48538,,,12698,,,
2021-08-02,US,7877,2562993,51780,,,13481,,,
2021-08-03,US,9413,2572406,54470,,,14052,,,
2021-08-04,US,9484,2581890,56945,,,14632,,,
2021-08-05,US,9825,2591715,59587,,,15193,,,
2021-08-06,US,10216,2601931,62122,,,15732,,,
2021-08-07,US,10187,2612118,63544,,,16164,,,
2021-08-08,US,9803,2621921,66369,,,16784,,,
2021-08-09,US,10112,2632033,69838,,,17707,,,
2021-08-10,US,11536,2643569,72521,,,18264,,,
2021-08-11,US,11690,2655259,74823,,,19013,,,
2021-08-12,US,11985,2667244,76968,,,19537,,,
2021-08-13,US,11972,2679216,78580,,,20076,,,
2021-08-14,US,11741,2690957,79622,,,20401,,,
2021-08-15,US,10686,2701643,81624,,,21077,,,
2021-08-16,US,11138,2712781,84313,,,21673,,,
2021-08-17,US,12805,2725586,86744,,,22303,,,
2021-08-18,US,12827,2738413,88626,,,22693,,,
2021-08-19,US,12792,2751205,89428,,,23034,,,
2021-08-20,US,12664,2763869,90191,,,23399,,,
2021-08-21,US,12463,2776332,90417,,,23653,,,
2021-08-22,US,11651,2787983,92239,,,24082,,,
2021-08-23,US,11618,2799601,94682,,,24559,,,
2021-08-24,US,13092,2812693,95992,,,25053,,,
2021-08-25,US,12740,2825433,95976,,,25062,,,
2021-08-26,US,13058,2838491,96370,,,25249,,,
2021-08-27,US,12802,2851293,96192,,,25365,,,
2021-08-28,US,12308,2863601,95071,,,25435,,,
2021-08-29,US,11244,2874845,96125,,,25781,,,
2021-08-30,US,11390,2886235,97200,,,25919,,,
2021-08-31,US,12936,2899171,97821,,,25904,,,
2021-09-01,US,13076,2912247,97992,,,25963,,,
2021-09-02,US,12825,2925072,97811,,,26045,,,
2021-09-03,US,12057,2937129,96835,,,25961,,,
2021-09-04,US,12157,2949286,95082,,,25609,,,
2021-09-05,US,11080,2960366,95280,,,25630,,,
2021-09-06,US,11008,2971374,95910,,,25801,,,
2021-09-07,US,11436,2982810,96810,,,26099,,,
2021-09-08,US,12452,2995262,96485,,,25998,,,
2021-09-09,US,12264,3007526,95684,,,25925,,,
2021-09-10,US,11787,3019313,94559,,,25747,,,
2021-09-11,US,11260,3030573,91979,,,25326,,,
2021-09-12,US,10132,3040705,91541,,,25292,,,
2021-09-13,US,10117,3050822,92158,,,25514,,,
2021-09-14,US,11192,3062014,90633,,,25218,,,
2021-09-15,US,10870,3072884,89538,,,24877,,,
2021-09-16,US,10867,3083751,88250,,,24734,,,
2021-09-17,US,10326,3094077,86780,,,24435,,,
2021-09-18,US,9918,3103995,84373,,,23978,,,
2021-09-19,US,8776,3112771,83494,,,23779,,,
2021-09-20,US,8644,3121415,83675,,,23686,,,
2021-09-21,US,9831,3131246,82358,,,23536,,,
2021-09-22,US,9645,3140891,80843,,,23127,,,
2021-09-23,US,9274,3150165,79242,,,22585,,,
2021-09-24,US,8950,3159115,77387,,,22185,,,
2021-09-25,US,8457,3167572,74807,,,21727,,,
2021-09-26,US,7486,3175058,74161,,,21543,,,
2021-09-27,US,7339,3182397,73886,,,21256,,,
2021-09-28,US,8583,3190980,72525,,,20882,,,
2021-09-29,US,8196,3199176,70704,,,20400,,,
2021-09-30,US,7948,3207124,68918,,,19802,,,
2021-10-01,US,7829,3214953,67124,,,19272,,,
2021-10-02,US,7338,3222291,64834,,,18942,,,
2021-10-03,US,6502,3228793,64381,,,18770,,,
2021-10-04,US,6500,3235293,64487,,,18674,,,
2021-10-05,US,7598,3242891,63508,,,18261,,,
2021-10-06,US,7610,3250501,62376,,,17911,,,
2021-10-07,US,7372,3257873,61095,,,17482,,,
2021-10-08,US,7092,3264965,59461,,,17010,,,
2021-10-09,US,6884,3271849,57940,,,17622,,,
2021-10-10,US,6075,3277924,57496,,,18131,,,
2021-10-11,US,5974,3283898,57618,,,18096,,,
2021-10-12,US,6940,3290838,56985,,,17969,,,
2021-10-13,US,6781,3297619,55885,,,17748,,,
2021-10-14,US,6539,3304158,54564,,,17281,,,
2021-10-15,US,6571,3310729,53358,,,17015,,,
2021-10-16,US,6238,3316967,51837,,,16459,,,
2021-10-17,US,5416,3322383,51504,,,16271,,,
2021-10-18,US,5352,3327735,51723,,,16486,,,
2021-10-19,US,6122,3333857,50595,,,16269,,,
2021-10-20,US,5931,3339788,49311,,,15970,,,
2021-10-21,US,5965,3345753,48405,,,15606,,,
2021-10-22,US,5764,3351517,47454,,,15395,,,
2021-10-23,US,5537,3357054,46398,,,14962,,,
2021-10-24,US,4843,3361897,46114,,,14720,,,
2021-10-25,US,4947,3366844,46380,,,14913,,,
2021-10-26,US,5514,3372358,45821,,,14854,,,
2021-10-27,US,5546,3377904,45003,,,14704,,,
2021-10-28,US,5412,3383316,44195,,,14419,,,
2021-10-29,US,5413,3388729,43513,,,12455,,,
2021-10-30,US,5275,3394004,42766,,,12152,,,
2021-10-31,US,4565,3398569,42513,,,12092,,,
2021-11-01,US,4417,3402986,42623,,,12108,,,
2021-11-02,US,5430,3408416,42291,,,11947,,,
2021-11-03,US,5376,3413792,41982,,,11766,,,
2021-11-04,US,5280,3419072,41357,,,11555,,,
2021-11-05,US,5307,3424379,40945,,,11341,,,
2021-11-06,US,5164,3429543,40176,,,11231,,,
2021-11-07,US,4743,3434286,40472,,,11210,,,
2021-11-08,US,4904,3439190,41349,,,11332,,,
2021-11-09,US,5771,3444961,41731,,,11356,,,
2021-11-10,US,5582,3450543,41806,,,11289,,,
2021-11-11,US,5559,3456102,41718,,,11280,,,
2021-11-12,US,5608,3461710,41633,,,11271,,,
2021-11-13,US,5628,3467338,41372,,,11296,,,
2021-11-14,US,5053,3472391,41872,,,11264,,,
2021-11-15,US,5230,3477621,43286,,,11534,,,
2021-11-16,US,6423,3484044,44008,,,11600,,,
2021-11-17,US,6247,3490291,44366,,,11664,,,
2021-11-18,US,6418,3496709,45095,,,11792,,,
2021-11-19,US,6013,3502722,45157,,,11823,,,
2021-11-20,US,6012,3508734,44825,,,11785,,,
2021-11-21,US,5480,3514214,45373,,,11973,,,
2021-11-22,US,5978,3520192,46834,,,12296,,,
2021-11-23,US,7017,3527209,47703,,,12329,,,
2021-11-24,US,6711,3533920,47901,,,12448,,,
2021-11-25,US,6487,3540407,47297,,,12471,,,
2021-11-26,US,5709,3546116,48189,,,12654,,,
2021-11-27,US,6804,3552920,49069,,,12849,,,
2021-11-28,US,6095,3559015,50165,,,13105,,,
2021-11-29,US,6517,3565532,51813,,,13379,,,
2021-11-30,US,7578,3573110,52644,,,13545,,,
2021-12-01,US,7483,3580593,53311,,,13671,,,
2021-12-02,US,7341,3587934,53587,,,13772,,,
2021-12-03,US,7826,3595760,54392,,,13888,,,
2021-12-04,US,7653,3603413,54572,,,13942,,,
2021-12-05,US,6899,3610312,55670,,,14149,,,
2021-12-06,US,7067,3617379,57447,,,14455,,,
2021-12-07,US,8519,3625898,58938,,,14771,,,
2021-12-08,US,8342,3634240,59721,,,14901,,,
2021-12-09,US,8387,3642627,60371,,,14992,,,
2021-12-10,US,8377,3651004,61162,,,15236,,,
2021-12-11,US,8029,3659033,60921,,,15326,,,
2021-12-12,US,7299,3666332,61722,,,15595,,,
2021-12-13,US,6915,3673247,63084,,,15914,,,
2021-12-14,US,8252,3681499,63244,,,15993,,,
2021-12-15,US,8183,3689682,63226,,,15896,,,
2021-12-16,US,8222,3697904,63105,,,15909,,,
2021-12-17,US,8349,3706253,63090,,,15941,,,
2021-12-18,US,8026,3714279,62004,,,15906,,,
2021-12-19,US,7420,3721699,62545,,,15983,,,
2021-12-20,US,7508,3729207,63764,,,16210,,,
2021-12-21,US,8963,3738170,64086,,,16148,,,
2021-12-22,US,9312,3747482,65043,,,16251,,,
2021-12-23,US,9699,3757181,65661,,,16187,,,
2021-12-24,US,9682,3766863,65821,,,16240,,,
2021-12-25,US,9276,3776139,66446,,,16356,,,
2021-12-26,US,9652,3785791,69732,,,16590,,,
2021-12-27,US,10998,3796789,74692,,,17075,,,
2021-12-28,US,14017,3810806,79671,,,17274,,,
2021-12-29,US,15468,3826274,85506,,,17830,,,
2021-12-30,US,16122,3842396,89961,,,18158,,,
2021-12-31,US,16789,3859185,93776,,,18382,,,
2022-01-01,US,15863,3875048,96560,,,18863,,,
2022-01-02,US,16040,3891088,102693,,,19606,,,
2022-01-03,US,16817,3907905,108778,,,20341,,,
2022-01-04,US,19671,3927576,114863,,,21040,,,
2022-01-05,US,21077,3948653,121461,,,21529,,,
2022-01-06,US,21500,3970153,126993,,,22134,,,
2022-01-07,US,21870,3992023,131875,,,22862,,,
2022-01-08,US,21364,4013387,133605,,,23150,,,
2022-01-09,US,19471,4032858,137280,,,23800,,,
2022-01-10,US,19608,4052466,142248,,,24487,,,
2022-01-11,US,22446,4074912,145834,,,25081,,,
2022-01-12,US,23467,4098379,149677,,,25328,,,
2022-01-13,US,23106,4121485,151013,,,25558,,,
2022-01-14,US,23477,4144962,152054,,,25734,,,
2022-01-15,US,22413,4167375,149522,,,25802,,,
2022-01-16,US,18862,4186237,150018,,,25867,,,
2022-01-17,US,18035,4204272,150910,,,26077,,,
2022-01-18,US,21650,4225922,153236,,,26372,,,
2022-01-19,US,22433,4248355,154513,,,26458,,,
2022-01-20,US,21852,4270207,152939,,,26283,,,
2022-01-21,US,21146,4291353,150245,,,26023,,,
2022-01-22,US,19653,4311006,145688,,,25679,,,
2022-01-23,US,17021,4328027,144777,,,25528,,,
2022-01-24,US,16866,4344893,144760,,,25562,,,
2022-01-25,US,20191,4365084,143297,,,25311,,,
2022-01-26,US,19528,4384612,141674,,,25073,,,
2022-01-27,US,18454,4403066,137503,,,24470,,,
2022-01-28,US,17900,4420966,133318,,,24021,,,
2022-01-29,US,16757,4437723,127041,,,23432,,,
2022-01-30,US,13797,4451520,125816,,,23196,,,
2022-01-31,US,13237,4464757,124054,,,22909,,,
2022-02-01,US,15896,4480653,120533,,,22670,,,
2022-02-02,US,15188,4495841,117190,,,21913,,,
2022-02-03,US,14235,4510076,112678,,,21330,,,
2022-02-04,US,12700,4522776,107689,,,20576,,,
2022-02-05,US,12245,4535021,101694,,,19642,,,
2022-02-06,US,10537,4545558,99087,,,19280,,,
2022-02-07,US,9821,4555379,97280,,,18979,,,
2022-02-08,US,11644,4567023,93609,,,18351,,,
2022-02-09,US,11270,4578293,90113,,,17716,,,
2022-02-10,US,10539,4588832,86057,,,17049,,,
2022-02-11,US,9933,4598765,81518,,,16125,,,
2022-02-12,US,9177,4607942,76841,,,15437,,,
2022-02-13,US,7317,4615259,74351,,,14891,,,
2022-02-14,US,6650,4621909,72105,,,14396,,,
2022-02-15,US,7889,4629798,68725,,,13819,,,
2022-02-16,US,7814,4637612,65258,,,13151,,,
2022-02-17,US,7378,4644990,61873,,,12551,,,
2022-02-18,US,6785,4651775,58665,,,11921,,,
2022-02-19,US,6122,4657897,54818,,,11238,,,
2022-02-20,US,5026,4662923,52978,,,10778,,,
2022-02-21,US,4699,4667622,51326,,,10456,,,
2022-02-22,US,5662,4673284,49434,,,10177,,,
2022-02-23,US,5565,4678849,47079,,,9631,,,
2022-02-24,US,5062,4683911,44421,,,9122,,,
2022-02-25,US,4821,4688732,42077,,,8615,,,
2022-02-26,US,4400,4693132,39323,,,8009,,,
2022-02-27,US,3567,4696699,38005,,,7605,,,
2022-02-28,US,3335,4700034,36982,,,7360,,,
2022-03-01,US,4098,4704132,35347,,,7150,,,
2022-03-02,US,4066,4708198,33775,,,6799,,,
2022-03-03,US,3777,4711975,31998,,,6489,,,
2022-03-04,US,3531,4715506,29871,,,6040,,,
2022-03-05,US,3279,4718785,27804,,,5682,,,
2022-03-06,US,2686,4721471,27015,,,5493,,,
2022-03-07,US,2495,4723966,26405,,,5346,,,
2022-03-08,US,2881,4726847,25193,,,4988,,,
2022-03-09,US,2842,4729689,24180,,,4743,,,
2022-03-10,US,2742,4732431,22842,,,4440,,,
2022-03-11,US,2640,4735071,21501,,,4174,,,
2022-03-12,US,2482,4737553,20232,,,3882,,,
2022-03-13,US,1933,4739486,19551,,,3780,,,
2022-03-14,US,1751,4741237,19024,,,3684,,,
2022-03-15,US,2335,4743572,18522,,,3505,,,
2022-03-16,US,2259,4745831,17948,,,3454,,,
2022-03-17,US,2147,4747978,17395,,,3297,,,
2022-03-18,US,2084,4750062,16541,,,3130,,,
2022-03-19,US,1895,4751957,15661,,,3041,,,
2022-03-20,US,1596,4753553,15343,,,2938,,,
2022-03-21,US,1477,4755030,15073,,,2870,,,
2022-03-22,US,1855,4756885,14555,,,2739,,,
2022-03-23,US,1943,4758828,14172,,,2594,,,
2022-03-24,US,1778,4760606,13626,,,2500,,,
2022-03-25,US,1756,4762362,13103,,,2315,,,
2022-03-26,US,1787,4764149,12577,,,2215,,,
2022-03-27,US,1447,4765596,12206,,,2171,,,
2022-03-28,US,1282,4766878,12097,,,2135,,,
2022-03-29,US,1581,4768459,11812,,,2092,,,
2022-03-30,US,1599,4770058,11547,,,2027,,,
2022-03-31,US,1574,4771632,11297,,,1950,,,
2022-04-01,US,1558,4773190,10902,,,1862,,,
2022-04-02,US,1522,4774712,10529,,,1802,,,
2022-04-03,US,1241,4775953,10382,,,1794,,,
2022-04-04,US,1280,4777233,10516,,,1764,,,
2022-04-05,US,1515,4778748,10480,,,1713,,,
2022-04-06,US,1573,4780321,10419,,,1705,,,
2022-04-07,US,1607,4781928,10402,,,1723,,,
2022-04-08,US,1639,4783567,10223,,,1682,,,
2022-04-09,US,1488,4785055,9875,,,1590,,,
2022-04-10,US,1368,4786423,9867,,,1534,,,
2022-04-11,US,1294,4787717,10091,,,1568,,,
2022-04-12,US,1633,4789350,10113,,,1527,,,
2022-04-13,US,1649,4790999,10164,,,1522,,,
2022-04-14,US,1682,4792681,10199,,,1548,,,
2022-04-15,US,1771,4794452,10299,,,1530,,,
2022-04-16,US,1619,4796071,9959,,,1457,,,
2022-04-17,US,1411,4797482,10152,,,1432,,,
2022-04-18,US,1500,4798982,10415,,,1450,,,
2022-04-19,US,1822,4800804,10676,,,1484,,,
2022-04-20,US,1980,4802784,10919,,,1445,,,
2022-04-21,US,1964,4804748,11105,,,1486,,,
2022-04-22,US,2047,4806795,11209,,,1489,,,
2022-04-23,US,2030,4808825,11237,,,1453,,,
2022-04-24,US,1743,4810568,11463,,,1447,,,
2022-04-25,US,1799,4812367,11922,,,1508,,,
2022-04-26,US,2227,4814594,12354,,,1586,,,
2022-04-27,US,2458,4817052,12758,,,1586,,,
2022-04-28,US,2330,4819382,12931,,,1595,,,
2022-04-29,US,2365,4821747,13012,,,1625,,,
2022-04-30,US,2400,4824147,12853,,,1581,,,
2022-05-01,US,2163,4826310,13152,,,1576,,,
2022-05-02,US,2178,4828488,13816,,,1663,,,
2022-05-03,US,2663,4831151,14234,,,1692,,,
2022-05-04,US,2818,4833969,14560,,,1725,,,
2022-05-05,US,2856,4836825,14875,,,1736,,,
2022-05-06,US,2937,4839762,14966,,,1727,,,
2022-05-07,US,2870,4842632,15056,,,1775,,,
2022-05-08,US,2510,4845142,15312,,,1741,,,
2022-05-09,US,2394,4847536,15612,,,1784,,,
2022-05-10,US,3028,4850564,16283,,,1831,,,
2022-05-11,US,3213,4853777,16764,,,1885,,,
2022-05-12,US,3332,4857109,17341,,,1875,,,
2022-05-13,US,3617,4860726,17827,,,1942,,,
2022-05-14,US,3424,4864150,17897,,,1935,,,
2022-05-15,US,3147,4867297,18352,,,1951,,,
2022-05-16,US,3074,4870371,19370,,,2146,,,
2022-05-17,US,3825,4874196,20066,,,2293,,,
2022-05-18,US,3793,4877989,20461,,,2276,,,
2022-05-19,US,3724,4881713,20642,,,2316,,,
2022-05-20,US,3845,4885558,20894,,,2300,,,
2022-05-21,US,3769,4889327,20613,,,2276,,,
2022-05-22,US,3410,4892737,21040,,,2327,,,
2022-05-23,US,3439,4896176,21878,,,2363,,,
2022-05-24,US,3917,4900093,22030,,,2406,,,
2022-05-25,US,4097,4904190,22177,,,2424,,,
2022-05-26,US,4173,4908363,22385,,,2489,,,
2022-05-27,US,4191,4912554,22492,,,2558,,,
2022-05-28,US,4181,4916735,22049,,,2430,,,
2022-05-29,US,3652,4920387,22349,,,2418,,,
2022-05-30,US,3597,4923984,22818,,,2515,,,
2022-05-31,US,3924,4927908,23981,,,2551,,,
2022-06-01,US,4670,4932578,24711,,,2651,,,
2022-06-02,US,4568,4937146,24891,,,2689,,,
2022-06-03,US,4446,4941592,24716,,,2721,,,
2022-06-04,US,4200,4945792,24084,,,2669,,,
2022-06-05,US,3707,4949499,24299,,,2603,,,
2022-06-06,US,3762,4953261,24708,,,2738,,,
2022-06-07,US,4563,4957824,24970,,,2810,,,
2022-06-08,US,4507,4962331,25411,,,2844,,,
2022-06-09,US,4660,4966991,25597,,,2888,,,
2022-06-10,US,4579,4971570,25358,,,2780,,,
2022-06-11,US,4540,4976110,24974,,,2834,,,
2022-06-12,US,3914,4980024,25155,,,2856,,,
2022-06-13,US,4083,4984107,25703,,,2891,,,
2022-06-14,US,4698,4988805,26054,,,3001,,,
2022-06-15,US,4706,4993511,26404,,,2992,,,
2022-06-16,US,4738,4998249,26244,,,3045,,,
2022-06-17,US,4621,5002870,26226,,,2997,,,
2022-06-18,US,4425,5007295,25540,,,2922,,,
2022-06-19,US,3959,5011254,25718,,,2952,,,
2022-06-20,US,4111,5015365,26399,,,3091,,,
2022-06-21,US,4838,5020203,26711,,,3137,,,
2022-06-22,US,5050,5025253,27305,,,3124,,,
2022-06-23,US,5147,5030400,27699,,,3095,,,
2022-06-24,US,5302,5035702,27800,,,3152,,,
2022-06-25,US,5253,5040955,27668,,,3035,,,
2022-06-26,US,4676,5045631,28124,,,3082,,,
2022-06-27,US,4671,5050302,29133,,,3233,,,
2022-06-28,US,5418,5055720,29548,,,3325,,,
2022-06-29,US,5457,5061177,29937,,,3386,,,
2022-06-30,US,5493,5066670,30018,,,3391,,,
2022-07-01,US,5608,5072278,30083,,,3446,,,
2022-07-02,US,5412,5077690,29802,,,3449,,,
2022-07-03,US,4894,5082584,30077,,,3410,,,
2022-07-04,US,4778,5087362,30708,,,3557,,,
2022-07-05,US,5186,5092548,32080,,,3746,,,
2022-07-06,US,6312,5098860,33417,,,3874,,,
2022-07-07,US,6403,5105263,33908,,,3900,,,
2022-07-08,US,6478,5111741,34192,,,3933,,,
2022-07-09,US,6147,5117888,33550,,,3952,,,
2022-07-10,US,5569,5123457,34026,,,3907,,,
2022-07-11,US,5538,5128995,35303,,,4006,,,
2022-07-12,US,6412,5135407,36010,,,4145,,,
2022-07-13,US,6796,5142203,36772,,,4167,,,
2022-07-14,US,6645,5148848,37152,,,4253,,,
2022-07-15,US,6568,5155416,36979,,,4185,,,
2022-07-16,US,6367,5161783,36268,,,4170,,,
2022-07-17,US,5681,5167464,36754,,,4216,,,
2022-07-18,US,5807,5173271,38016,,,4344,,,
2022-07-19,US,7060,5180331,38806,,,4477,,,
2022-07-20,US,7076,5187407,39331,,,4485,,,
2022-07-21,US,6935,5194342,39394,,,4536,,,
2022-07-22,US,6937,5201279,39177,,,4456,,,
2022-07-23,US,6545,5207824,38455,,,4485,,,
2022-07-24,US,5897,5213721,38640,,,4505,,,
2022-07-25,US,5940,5219661,39662,,,4660,,,
2022-07-26,US,6798,5226459,39931,,,4775,,,
2022-07-27,US,6848,5233307,40213,,,4834,,,
2022-07-28,US,6786,5240093,40090,,,4756,,,
2022-07-29,US,6818,5246911,39509,,,4675,,,
2022-07-30,US,6196,5253107,38367,,,4514,,,
2022-07-31,US,5596,5258703,38661,,,4564,,,
2022-08-01,US,5680,5264383,39420,,,4695,,,
2022-08-02,US,6509,5270892,39517,,,4702,,,
2022-08-03,US,6734,5277626,39841,,,4694,,,
2022-08-04,US,6644,5284270,39202,,,4598,,,
2022-08-05,US,6602,5290872,38976,,,4611,,,
